fact_id,subject_type,subject_id,fact_key,value_type,value,unit,evidence_state,measurement_context,valid_from_model_year,valid_to_model_year,market,notes,value_min,value_max,range_semantics,source_value_semantics,source_value_raw,soc_start_pct,soc_end_pct,charge_power_context_kw
FAC-000011,CONFIGURATION,CFG-000001,turning_circle_m,NUMBER,10.4,m,VERIFIED,official page labels turning diameter,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000012,POWERTRAIN,PWR-000001,official_fuel_consumption_combined,TEXT,5.0 / 5.1,L/100km,CONFLICTING,Two combined WLTP values on same page,2026,2026,TR,Do not average.,,,MULTIPLE_OFFICIAL_VALUES,OFFICIAL_VALUES_CONFLICT,,,,
FAC-000013,POWERTRAIN,PWR-000002,engine_displacement_cc,NUMBER,1598,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000014,POWERTRAIN,PWR-000002,power_kw,NUMBER,96,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000015,POWERTRAIN,PWR-000002,torque_nm,NUMBER,320,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000016,GENERATION,GEN-000002,length_mm,NUMBER,4532,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000017,GENERATION,GEN-000002,width_mm,NUMBER,1792,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000018,GENERATION,GEN-000002,height_mm,NUMBER,1497,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000019,GENERATION,GEN-000002,cargo_volume_l,NUMBER,520,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000020,POWERTRAIN,PWR-000003,power_kw,NUMBER,103,kW,VERIFIED,hybrid system maximum,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000021,POWERTRAIN,PWR-000003,engine_displacement_cc,NUMBER,1798,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000022,GENERATION,GEN-000003,length_mm,NUMBER,4630,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000023,GENERATION,GEN-000003,width_mm,NUMBER,1780,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000024,GENERATION,GEN-000003,height_mm,NUMBER,1435,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000025,GENERATION,GEN-000003,wheelbase_mm,NUMBER,2700,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000026,GENERATION,GEN-000003,cargo_volume_l,NUMBER,471,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000027,POWERTRAIN,PWR-000003,fuel_tank_l,NUMBER,43,L,VERIFIED,hybrid,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000028,POWERTRAIN,PWR-000003,official_fuel_consumption_combined,NUMBER,,L/100km,VERIFIED,"WLTP combined, trim-dependent",2026,2026,TR,Pilot reveals need for native numeric range representation.,4.5,4.7,MIN_MAX,EXACT_RANGE,4.5–4.7,,,
FAC-000029,POWERTRAIN,PWR-000004,engine_displacement_cc,NUMBER,1373,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000030,POWERTRAIN,PWR-000004,torque_nm,NUMBER,235,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000031,GENERATION,GEN-000004,length_mm,NUMBER,4185,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000032,GENERATION,GEN-000004,width_mm,NUMBER,1775,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000033,GENERATION,GEN-000004,height_mm,NUMBER,1600,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000034,GENERATION,GEN-000004,wheelbase_mm,NUMBER,2500,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000035,CONFIGURATION,CFG-000004,ground_clearance_mm,NUMBER,175,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000036,GENERATION,GEN-000004,cargo_volume_l,NUMBER,362,L,VERIFIED,rear seats upright,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000037,GENERATION,GEN-000004,cargo_volume_max_l,NUMBER,1119,L,VERIFIED,maximum capacity,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000038,POWERTRAIN,PWR-000004,fuel_tank_l,NUMBER,47,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000039,POWERTRAIN,PWR-000004,official_fuel_consumption_combined,NUMBER,5.8,L/100km,VERIFIED,AllGrip 4x4 column,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000040,POWERTRAIN,PWR-000005,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000041,POWERTRAIN,PWR-000005,power_kw,NUMBER,160,kW,VERIFIED,maximum system power,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000042,POWERTRAIN,PWR-000005,torque_nm,NUMBER,300,Nm,VERIFIED,maximum system torque,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000043,POWERTRAIN,PWR-000005,official_energy_consumption_combined,NUMBER,16.9,kWh/100km,VERIFIED,WLTP,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000044,POWERTRAIN,PWR-000005,official_fuel_consumption_combined,NUMBER,0.7,L/100km,VERIFIED,WLTP weighted combined,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000045,GENERATION,GEN-000005,length_mm,NUMBER,4775,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000046,GENERATION,GEN-000005,width_mm,NUMBER,1890,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000047,GENERATION,GEN-000005,height_mm,NUMBER,1670,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000048,GENERATION,GEN-000005,wheelbase_mm,NUMBER,2765,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000049,CONFIGURATION,CFG-000005,cargo_volume_l,NUMBER,450,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000050,CONFIGURATION,CFG-000005,cargo_volume_max_l,NUMBER,1465,L,VERIFIED,"to roof, seats folded",2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000051,CONFIGURATION,CFG-000005,turning_circle_m,NUMBER,11,m,VERIFIED,minimum turning diameter,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000052,POWERTRAIN,PWR-000005,max_ac_charge_kw,NUMBER,11,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000053,POWERTRAIN,PWR-000005,max_dc_charge_kw,NUMBER,18,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000054,POWERTRAIN,PWR-000005,battery_capacity_reported_kwh,NUMBER,18.3,kWh,VERIFIED,gross/usable unspecified,2026,2026,TR,Do not map to usable/gross without explicit semantics.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000055,POWERTRAIN,PWR-000005,dc_charge_time_min,NUMBER,35,min,VERIFIED,SOC 30–80%; 18 kW DC,2026,2026,TR,,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,30,80,18
FAC-000056,POWERTRAIN,PWR-000006,power_kw,NUMBER,150,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000057,POWERTRAIN,PWR-000006,torque_nm,NUMBER,283,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000058,GENERATION,GEN-000006,length_mm,NUMBER,4300,mm,VERIFIED,Prestige group,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000059,GENERATION,GEN-000006,width_mm,NUMBER,1850,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000060,GENERATION,GEN-000006,height_mm,NUMBER,1560,mm,VERIFIED,Prestige group,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000061,GENERATION,GEN-000006,wheelbase_mm,NUMBER,2680,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000062,CONFIGURATION,CFG-000006,ground_clearance_mm,NUMBER,140,mm,VERIFIED,Prestige group,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000063,CONFIGURATION,CFG-000006,cargo_volume_l,NUMBER,460,L,VERIFIED,seats upright,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000064,CONFIGURATION,CFG-000006,cargo_volume_max_l,NUMBER,1251,L,VERIFIED,seats folded,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000065,CONFIGURATION,CFG-000006,seats,NUMBER,5,count,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000066,CONFIGURATION,CFG-000006,official_electric_range,NUMBER,431,km,VERIFIED,WLTP combined; Prestige,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000067,CONFIGURATION,CFG-000006,official_energy_consumption_combined,NUMBER,15.1,kWh/100km,VERIFIED,WLTP; Prestige,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000068,POWERTRAIN,PWR-000006,max_dc_charge_kw,NUMBER,101,kW,VERIFIED,58.3 kWh battery group,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000069,POWERTRAIN,PWR-000006,battery_capacity_reported_kwh,NUMBER,58.3,kWh,VERIFIED,gross/usable unspecified,2026,2026,TR,,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000070,POWERTRAIN,PWR-000006,dc_charge_time_min,NUMBER,29,min,VERIFIED,SOC 10–80%; 101 kW DC,2026,2026,TR,,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,10,80,101
FAC-000071,POWERTRAIN,PWR-000007,power_kw,NUMBER,160,kW,REPORTED,T10X V2,2026,2026,TR,Exact CFG mapping pending.,,,NONE,EXACT_SCALAR,,,,
FAC-000072,CONFIGURATION,CFG-000007,official_electric_range,NUMBER,523,km,REPORTED,"Product page: up to, Long Range",2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000073,CONFIGURATION,CFG-000007,official_electric_range,NUMBER,610,km,REPORTED,"Media center: V2, combined, 18-inch",2026,2026,TR,Do not merge with 523 km until identity is resolved.,,,NONE,EXACT_SCALAR,,,,
FAC-000074,CONFIGURATION,CFG-000007,cargo_volume_l,NUMBER,505,L,REPORTED,T10X V2,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000075,CONFIGURATION,CFG-000007,dc_charge_time_min,NUMBER,26.5,min,REPORTED,SOC 20–80%; 180 kW DC,2026,2026,TR,,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,20,80,180
FAC-000076,CONFIGURATION,CFG-000007,dc_charge_time_min,NUMBER,28,min,REPORTED,SOC 20–80%; 180 kW DC,2026,2026,TR,Official-source discrepancy preserved.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,20,80,180
FAC-000077,POWERTRAIN,PWR-000008,engine_displacement_cc,NUMBER,1199,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000078,POWERTRAIN,PWR-000008,torque_nm,NUMBER,197,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000079,GENERATION,GEN-000008,length_mm,NUMBER,4102,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000080,GENERATION,GEN-000008,width_mm,NUMBER,1853,mm,VERIFIED,mirrors excluded,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000081,GENERATION,GEN-000008,height_mm,NUMBER,1535,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000082,CONFIGURATION,CFG-000008,ground_clearance_mm,NUMBER,200,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000083,POWERTRAIN,PWR-000008,official_fuel_consumption_combined,NUMBER,7.3,L/100km,VERIFIED,WLTP,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000084,GENERATION,GEN-000008,cargo_volume_max_l,NUMBER,1455,L,VERIFIED,up to; rear seats folded,2026,2026,TR,,,,NONE,EXACT_SCALAR,,,,
FAC-000085,POWERTRAIN,PWR-000009,engine_displacement_cc,NUMBER,998,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,998,,,
FAC-000086,POWERTRAIN,PWR-000009,power_kw,NUMBER,66,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,66,,,
FAC-000087,POWERTRAIN,PWR-000009,torque_nm,NUMBER,172,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,172,,,
FAC-000088,POWERTRAIN,PWR-000010,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000089,POWERTRAIN,PWR-000010,power_kw,NUMBER,134,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,134,,,
FAC-000090,POWERTRAIN,PWR-000010,torque_nm,NUMBER,240,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,240,,,
FAC-000091,POWERTRAIN,PWR-000011,engine_displacement_cc,NUMBER,1332,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1332,,,
FAC-000092,POWERTRAIN,PWR-000011,power_kw,NUMBER,116,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,116,,,
FAC-000093,POWERTRAIN,PWR-000011,torque_nm,NUMBER,270,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,270,,,
FAC-000094,POWERTRAIN,PWR-000012,engine_displacement_cc,NUMBER,1497,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1497,,,
FAC-000095,POWERTRAIN,PWR-000012,power_kw,NUMBER,140,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,140,,,
FAC-000096,POWERTRAIN,PWR-000012,torque_nm,NUMBER,330,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,330,,,
FAC-000097,GENERATION,GEN-000011,length_mm,NUMBER,4425,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,4425,,,
FAC-000098,GENERATION,GEN-000011,width_mm,NUMBER,1835,mm,VERIFIED,mirrors excluded,2026,2026,TR,,,,NONE,EXACT_SCALAR,1835,,,
FAC-000099,GENERATION,GEN-000011,height_mm,NUMBER,1625,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1625,,,
FAC-000100,GENERATION,GEN-000011,wheelbase_mm,NUMBER,2665,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,2665,,,
FAC-000101,POWERTRAIN,PWR-000011,official_fuel_consumption_combined,NUMBER,,L/100km,VERIFIED,,2026,2026,TR,,6.4,7,MIN_MAX,EXACT_RANGE,6.4-7.0,,,
FAC-000102,POWERTRAIN,PWR-000012,official_fuel_consumption_combined,NUMBER,4.7,L/100km,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,4.7,,,
FAC-000103,POWERTRAIN,PWR-000013,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000104,POWERTRAIN,PWR-000013,power_kw,NUMBER,110,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,110,,,
FAC-000105,POWERTRAIN,PWR-000013,torque_nm,NUMBER,250,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,250,,,
FAC-000106,POWERTRAIN,PWR-000013,official_fuel_consumption_combined,NUMBER,,L/100km,VERIFIED,,2026,2026,TR,,4.9,5.2,MIN_MAX,EXACT_RANGE,4.9-5.2,,,
FAC-000107,POWERTRAIN,PWR-000015,official_fuel_consumption_combined,NUMBER,6.4,L/100km,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,6.4,,,
FAC-000108,POWERTRAIN,PWR-000016,engine_displacement_cc,NUMBER,1798,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1798,,,
FAC-000109,POWERTRAIN,PWR-000016,power_kw,NUMBER,103,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,103,,,
FAC-000110,POWERTRAIN,PWR-000016,torque_nm,NUMBER,142,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,142,,,
FAC-000111,GENERATION,GEN-000015,length_mm,NUMBER,4362,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,4362,,,
FAC-000112,GENERATION,GEN-000015,width_mm,NUMBER,1832,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1832,,,
FAC-000113,GENERATION,GEN-000015,height_mm,NUMBER,1558,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1558,,,
FAC-000114,GENERATION,GEN-000015,wheelbase_mm,NUMBER,2640,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,2640,,,
FAC-000115,GENERATION,GEN-000015,cargo_volume_l,NUMBER,388,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,388,,,
FAC-000116,GENERATION,GEN-000015,seats,NUMBER,5,count,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,5,,,
FAC-000117,POWERTRAIN,PWR-000016,official_fuel_consumption_combined,NUMBER,,L/100km,VERIFIED,,2026,2026,TR,,4.7,4.9,MIN_MAX,EXACT_RANGE,4.7-4.9,,,
FAC-000118,POWERTRAIN,PWR-000017,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000119,POWERTRAIN,PWR-000017,torque_nm,NUMBER,131,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,131,,,
FAC-000120,POWERTRAIN,PWR-000018,engine_displacement_cc,NUMBER,1995,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1995,,,
FAC-000121,POWERTRAIN,PWR-000018,power_kw,NUMBER,100,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,100,,,
FAC-000122,POWERTRAIN,PWR-000018,torque_nm,NUMBER,182,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,182,,,
FAC-000123,GENERATION,GEN-000017,length_mm,NUMBER,4495,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,4495,,,
FAC-000124,GENERATION,GEN-000017,width_mm,NUMBER,1800,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1800,,,
FAC-000125,GENERATION,GEN-000017,height_mm,NUMBER,1600,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1600,,,
FAC-000126,GENERATION,GEN-000017,wheelbase_mm,NUMBER,2670,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,2670,,,
FAC-000127,GENERATION,GEN-000017,ground_clearance_mm,NUMBER,220,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,220,,,
FAC-000128,GENERATION,GEN-000017,cargo_volume_l,NUMBER,315,L,VERIFIED,rear seats up,2026,2026,TR,,,,NONE,EXACT_SCALAR,315,,,
FAC-000129,POWERTRAIN,PWR-000019,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000130,POWERTRAIN,PWR-000019,power_kw,NUMBER,110,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,110,,,
FAC-000131,POWERTRAIN,PWR-000019,torque_nm,NUMBER,250,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,250,,,
FAC-000132,POWERTRAIN,PWR-000020,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000133,POWERTRAIN,PWR-000020,power_kw,NUMBER,200,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,200,,,
FAC-000134,POWERTRAIN,PWR-000020,official_electric_range,NUMBER,,km,VERIFIED,,2026,2026,TR,,116,126,MIN_MAX,EXACT_RANGE,116-126 km WLTP combined depending configuration,,,
FAC-000135,POWERTRAIN,PWR-000021,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000136,POWERTRAIN,PWR-000021,power_kw,NUMBER,165,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,165,,,
FAC-000137,POWERTRAIN,PWR-000021,torque_nm,NUMBER,340,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,340,,,
FAC-000138,GENERATION,GEN-000019,length_mm,NUMBER,4670,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,4670,,,
FAC-000139,GENERATION,GEN-000019,width_mm,NUMBER,1890,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1890,,,
FAC-000140,GENERATION,GEN-000019,height_mm,NUMBER,1665,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1665,,,
FAC-000141,GENERATION,GEN-000019,wheelbase_mm,NUMBER,2767,mm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,2767,,,
FAC-000142,GENERATION,GEN-000019,cargo_volume_l,NUMBER,507,L,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,507,,,
FAC-000143,POWERTRAIN,PWR-000021,official_fuel_consumption_combined,NUMBER,5.5,L/100km,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,5.5,,,
FAC-000144,POWERTRAIN,PWR-000022,power_kw,NUMBER,140,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,140,,,
FAC-000145,POWERTRAIN,PWR-000022,torque_nm,NUMBER,350,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,350,,,
FAC-000146,POWERTRAIN,PWR-000022,battery_capacity_reported_kwh,NUMBER,61,kWh,VERIFIED,reported capacity; gross/usable not inferred,2026,2026,TR,,,,NONE,EXACT_SCALAR,61,,,
FAC-000147,POWERTRAIN,PWR-000022,official_electric_range,NUMBER,445,km,VERIFIED,WLTP combined,2026,2026,TR,,,,NONE,EXACT_SCALAR,445,,,
FAC-000148,POWERTRAIN,PWR-000022,official_energy_consumption_combined,NUMBER,15.4,kWh/100km,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,15.4,,,
FAC-000149,POWERTRAIN,PWR-000022,dc_charge_time_min,NUMBER,26,min,VERIFIED,DC 105 kW,2026,2026,TR,,,,NONE,EXACT_SCALAR,"26 min / 105 kW, 10%-80%",10,80,105
FAC-000150,POWERTRAIN,PWR-000023,engine_displacement_cc,NUMBER,1498,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1498,,,
FAC-000151,POWERTRAIN,PWR-000023,power_kw,NUMBER,110,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,110,,,
FAC-000152,POWERTRAIN,PWR-000023,torque_nm,NUMBER,250,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,250,,,
FAC-000153,POWERTRAIN,PWR-000024,engine_displacement_cc,NUMBER,1995,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,1995,,,
FAC-000154,POWERTRAIN,PWR-000025,engine_displacement_cc,NUMBER,999,cc,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,999,,,
FAC-000155,POWERTRAIN,PWR-000025,power_kw,NUMBER,85,kW,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,85,,,
FAC-000156,POWERTRAIN,PWR-000025,torque_nm,NUMBER,200,Nm,VERIFIED,,2026,2026,TR,,,,NONE,EXACT_SCALAR,200,,,
