queue_id,subject_id,fact_key,priority,collection_status,preferred_source_type,assigned_method,attempt_count,last_attempt_at,result,notes
QUE-000016,CFG-000003,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,NOT_FOUND,No official Turkey ground-clearance value found; kept UNKNOWN.
QUE-000017,CFG-000003,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000018,CFG-000003,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000019,CFG-000004,identity_exact_configuration,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000020,CFG-000004,dimensions_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000021,CFG-000004,cargo_volume_l,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000022,CFG-000004,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000023,CFG-000004,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000024,CFG-000004,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000025,CFG-000005,identity_exact_configuration,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000026,CFG-000005,dimensions_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000027,CFG-000005,cargo_volume_l,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000028,CFG-000005,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,NOT_FOUND,No official BYD Turkey ground-clearance value found; kept UNKNOWN.
QUE-000029,CFG-000005,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000030,CFG-000005,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000031,CFG-000006,identity_exact_configuration,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000032,CFG-000006,dimensions_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000033,CFG-000006,cargo_volume_l,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000034,CFG-000006,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000035,CFG-000006,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000036,CFG-000006,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000037,CFG-000007,identity_exact_configuration,P0,IN_PROGRESS,A1_OFFICIAL_MARKET,WEB,2,46248,PENDING,Togg closure retracted: exact generation/configuration applicability remains UNVERIFIED/PARTIAL.
QUE-000038,CFG-000007,dimensions_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,NOT_FOUND,No current official Turkey dimensions set safely located in closure pass; kept UNKNOWN.
QUE-000039,CFG-000007,cargo_volume_l,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,505 L verified from official T10X V2 Media Center.
QUE-000040,CFG-000007,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,NOT_FOUND,No current official Turkey ground-clearance value found; kept UNKNOWN.
QUE-000041,CFG-000007,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,610 km combined WLTP (18-inch) verified for T10X V2; generic 523 km figure retained separately as non-exact.
QUE-000042,CFG-000007,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,ACC verified standard for Apr 2025+ T10X; remaining trim-dependent equipment remains UNKNOWN where unresolved.
QUE-000043,CFG-000008,identity_exact_configuration,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000044,CFG-000008,dimensions_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000045,CFG-000008,cargo_volume_l,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,410 L normal cargo verified; 328 dm3 VDA retained in measurement context.
QUE-000046,CFG-000008,ground_clearance_mm,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000047,CFG-000008,efficiency_or_range_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000048,CFG-000008,equipment_mvp_core,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,2,46248,FOUND,P0 closure pass completed.
QUE-000049,CFG-000009,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000050,CFG-000009,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000051,CFG-000009,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000052,CFG-000009,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000053,CFG-000009,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000054,CFG-000009,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000055,CFG-000009,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000056,CFG-000010,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000057,CFG-000010,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000058,CFG-000010,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000059,CFG-000010,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000060,CFG-000010,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000061,CFG-000010,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000062,CFG-000010,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000063,CFG-000011,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000064,CFG-000011,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000065,CFG-000011,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000066,CFG-000011,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000067,CFG-000011,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000068,CFG-000011,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000069,CFG-000011,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000070,CFG-000012,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000071,CFG-000012,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000072,CFG-000012,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000073,CFG-000012,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000074,CFG-000012,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000075,CFG-000012,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000076,CFG-000012,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000077,CFG-000013,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000078,CFG-000013,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000079,CFG-000013,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000080,CFG-000013,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000081,CFG-000013,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000082,CFG-000013,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000083,CFG-000013,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000084,CFG-000014,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000085,CFG-000014,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000086,CFG-000014,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000087,CFG-000014,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000088,CFG-000014,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000089,CFG-000014,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000090,CFG-000014,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000091,CFG-000015,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000092,CFG-000015,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000093,CFG-000015,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000094,CFG-000015,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000095,CFG-000015,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000096,CFG-000015,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000097,CFG-000015,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000098,CFG-000016,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000099,CFG-000016,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000100,CFG-000016,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000101,CFG-000016,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000102,CFG-000016,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000103,CFG-000016,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000104,CFG-000016,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000105,CFG-000017,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000106,CFG-000017,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_FOUND. Missing non-material fields remain explicit.
QUE-000107,CFG-000017,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_FOUND. Missing non-material fields remain explicit.
QUE-000108,CFG-000017,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_FOUND. Missing non-material fields remain explicit.
QUE-000109,CFG-000017,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000110,CFG-000017,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_FOUND. Missing non-material fields remain explicit.
QUE-000111,CFG-000017,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000112,CFG-000018,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000113,CFG-000018,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000114,CFG-000018,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000115,CFG-000018,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000116,CFG-000018,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000117,CFG-000018,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000118,CFG-000018,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000119,CFG-000019,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000120,CFG-000019,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000121,CFG-000019,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000122,CFG-000019,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000123,CFG-000019,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000124,CFG-000019,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000125,CFG-000019,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000126,CFG-000020,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000127,CFG-000020,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000128,CFG-000020,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000129,CFG-000020,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000130,CFG-000020,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000131,CFG-000020,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000132,CFG-000020,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000133,CFG-000021,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000134,CFG-000021,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000135,CFG-000021,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000136,CFG-000021,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000137,CFG-000021,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000138,CFG-000021,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000139,CFG-000021,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000140,CFG-000022,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000141,CFG-000022,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000142,CFG-000022,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000143,CFG-000022,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000144,CFG-000022,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000145,CFG-000022,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000146,CFG-000022,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000147,CFG-000023,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000148,CFG-000023,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000149,CFG-000023,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000150,CFG-000023,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
